order_item_id,order_id,product_id,quantity,sales_amount,discount,profit
184,ORD005610,PROD00402,5,14571.15,0.05,3978.84
185,ORD007314,PROD00459,2,3941.82,0.15,1437.37
186,ORD002569,PROD00264,3,17916.48,0.15,6740.01
187,ORD007961,PROD00053,2,8949.86,0.0,3616.04
188,ORD005528,PROD00241,5,25519.71,0.05,8924.44
189,ORD006090,PROD00027,3,13927.11,0.15,2367.85
190,ORD006458,PROD00282,1,6021.21,0.05,1424.11
191,ORD008936,PROD00233,3,780.06,0.0,308.34
192,ORD004764,PROD00068,1,6321.56,0.1,2149.72
193,ORD009487,PROD00465,2,7600.06,0.0,2872.66
194,ORD007471,PROD00242,4,2767.32,0.1,1123.16
195,ORD007212,PROD00252,1,6490.78,0.1,2287.04
196,ORD005390,PROD00309,2,6368.16,0.0,1546.62
197,ORD000456,PROD00196,1,823.36,0.1,208.55
198,ORD008153,PROD00275,5,12587.93,0.05,4998.76
199,ORD005010,PROD00131,3,18015.42,0.0,6059.13
200,ORD007891,PROD00397,1,2971.82,0.0,581.91
201,ORD001002,PROD00104,4,15354.6,0.15,6477.07
202,ORD007960,PROD00115,2,9317.97,0.15,3673.38
203,ORD001246,PROD00055,3,15068.0,0.15,4147.12
204,ORD004138,PROD00105,1,3103.58,0.0,1275.03
205,ORD003782,PROD00465,1,3800.03,0.0,1436.33
206,ORD004583,PROD00284,4,23681.22,0.05,7964.0
207,ORD002957,PROD00067,4,16914.26,0.05,3167.11
208,ORD003531,PROD00168,2,12428.93,0.05,3450.59
209,ORD001920,PROD00149,2,4857.75,0.15,1756.8
210,ORD008577,PROD00446,3,11542.56,0.0,4659.87
211,ORD001908,PROD00013,3,1930.78,0.15,390.38
212,ORD008529,PROD00006,4,11653.69,0.05,2977.98
213,ORD004403,PROD00272,5,33209.65,0.0,8547.9
214,ORD001833,PROD00314,2,12466.04,0.1,4019.98
215,ORD006927,PROD00119,4,2105.35,0.15,672.45
216,ORD006402,PROD00089,5,30735.0,0.0,13079.0
217,ORD005197,PROD00015,5,1580.87,0.15,577.96
218,ORD004886,PROD00071,3,15675.12,0.0,6133.89
219,ORD005009,PROD00182,2,6847.6,0.15,2185.06
220,ORD009337,PROD00302,5,29994.85,0.0,7817.5
221,ORD004174,PROD00097,1,4470.58,0.0,999.97
222,ORD004415,PROD00335,1,6250.79,0.1,1985.24
223,ORD003077,PROD00440,5,17341.7,0.15,3812.63
224,ORD006824,PROD00470,5,7124.78,0.15,1712.41
225,ORD005051,PROD00226,3,5699.35,0.15,1537.57
226,ORD005603,PROD00045,5,21993.35,0.1,4263.57
227,ORD005560,PROD00411,4,23082.72,0.0,7430.24
228,ORD004136,PROD00012,2,7793.53,0.05,1675.46
229,ORD004460,PROD00333,3,16031.67,0.0,4373.73
230,ORD006631,PROD00444,1,4004.6,0.0,678.61
231,ORD005520,PROD00109,2,6719.18,0.05,2913.57
232,ORD009135,PROD00391,5,17754.89,0.1,5659.56
233,ORD004860,PROD00275,4,9010.31,0.15,3578.06
234,ORD008095,PROD00036,2,11026.58,0.0,2441.8
235,ORD000121,PROD00214,5,25819.94,0.15,8675.23
236,ORD003450,PROD00189,4,18111.82,0.1,5025.92
237,ORD004009,PROD00302,4,20396.5,0.15,5315.9
238,ORD003450,PROD00322,3,21794.25,0.0,8826.21
239,ORD003041,PROD00437,4,1844.4,0.0,386.72
240,ORD008524,PROD00323,2,1466.0,0.05,369.65
241,ORD005797,PROD00245,2,4024.34,0.0,1100.22
242,ORD007337,PROD00053,1,4474.93,0.0,1808.02
243,ORD002571,PROD00168,2,11120.62,0.15,3087.37
244,ORD006397,PROD00176,4,28542.64,0.0,10747.96
245,ORD009199,PROD00230,2,11263.72,0.0,4784.7
246,ORD004870,PROD00038,4,22548.8,0.0,6761.88
247,ORD000149,PROD00181,1,955.65,0.05,188.36
248,ORD006227,PROD00187,4,20189.06,0.15,8831.5
249,ORD004477,PROD00198,4,17752.36,0.1,5865.73
250,ORD002359,PROD00399,4,21013.12,0.0,6150.52
251,ORD003353,PROD00033,2,4044.42,0.05,1115.98
252,ORD000777,PROD00056,2,786.92,0.0,160.14
253,ORD006499,PROD00177,2,3834.38,0.1,1651.63
254,ORD003861,PROD00476,2,8403.83,0.15,2457.54
255,ORD007361,PROD00274,3,3281.43,0.0,1350.63
256,ORD004065,PROD00484,4,31598.18,0.05,12842.56
257,ORD002959,PROD00124,2,12792.45,0.05,5189.64
258,ORD006088,PROD00412,3,7034.25,0.15,2502.42
259,ORD003024,PROD00022,5,4234.64,0.1,1476.13
260,ORD007598,PROD00363,3,7170.69,0.0,2218.95
261,ORD001923,PROD00311,2,8736.16,0.0,2210.22
262,ORD004976,PROD00156,2,10482.5,0.1,2161.08
263,ORD006067,PROD00354,5,38742.6,0.0,15194.4
264,ORD005328,PROD00113,2,5253.66,0.1,939.55
265,ORD006904,PROD00460,2,7061.6,0.15,2523.21
266,ORD005256,PROD00224,5,23067.81,0.05,6682.3
267,ORD001270,PROD00140,2,9102.84,0.0,2559.92
268,ORD007908,PROD00400,1,3220.87,0.05,720.84
269,ORD008242,PROD00174,3,9900.69,0.0,2268.24
270,ORD003121,PROD00053,2,7607.38,0.15,3073.63
271,ORD004193,PROD00496,2,1547.01,0.1,651.04
272,ORD006237,PROD00038,1,5637.2,0.0,1690.47
273,ORD005896,PROD00354,5,32931.21,0.15,12915.24
274,ORD009035,PROD00141,3,7879.49,0.1,1495.29
275,ORD007636,PROD00338,3,22147.83,0.0,9822.03
276,ORD002710,PROD00323,5,3472.11,0.1,875.48
277,ORD005758,PROD00343,5,12328.91,0.15,2838.41
278,ORD008930,PROD00387,5,28604.0,0.0,5973.75
279,ORD001010,PROD00040,1,5979.31,0.0,1563.11
280,ORD008791,PROD00053,5,21255.92,0.05,8588.1
281,ORD000476,PROD00186,2,7716.35,0.15,2526.96
282,ORD005498,PROD00476,5,21009.58,0.15,6143.84
283,ORD003750,PROD00370,1,1529.52,0.15,296.26
284,ORD002560,PROD00052,1,3777.26,0.1,1120.64
285,ORD009437,PROD00036,1,4686.3,0.15,1037.76
286,ORD007840,PROD00457,4,3684.07,0.15,1163.28
287,ORD009062,PROD00476,1,4201.92,0.15,1228.77
288,ORD008192,PROD00153,3,833.71,0.1,236.68
289,ORD003988,PROD00141,4,11673.32,0.0,2215.24
290,ORD007292,PROD00086,5,25090.9,0.0,10722.8
291,ORD000997,PROD00019,5,27594.6,0.0,6477.8
292,ORD000617,PROD00215,2,11474.98,0.0,2393.98
293,ORD009140,PROD00193,1,2160.63,0.1,617.73
294,ORD000842,PROD00080,2,14654.78,0.0,5597.36
295,ORD007384,PROD00400,3,10171.17,0.0,2276.34
296,ORD001442,PROD00243,5,19528.8,0.0,7814.95
297,ORD007672,PROD00227,1,6664.94,0.0,2858.66
298,ORD005829,PROD00356,1,5554.01,0.0,2086.88
299,ORD009108,PROD00398,2,10005.18,0.0,4212.76
300,ORD005803,PROD00362,3,7147.47,0.0,1842.0
301,ORD002496,PROD00042,2,10461.65,0.15,3589.23
302,ORD003531,PROD00497,1,7097.71,0.15,2898.0
303,ORD004075,PROD00116,5,30839.85,0.0,13114.4
304,ORD003518,PROD00478,3,14568.85,0.1,6299.75
305,ORD002362,PROD00089,4,23358.6,0.05,9940.04
306,ORD002324,PROD00130,1,1812.48,0.0,675.8
307,ORD001728,PROD00421,4,18951.02,0.05,7164.03
308,ORD002773,PROD00186,5,22695.15,0.0,7432.25
309,ORD004613,PROD00354,3,20921.0,0.1,8204.98
310,ORD003913,PROD00282,2,12676.24,0.0,2998.12
311,ORD003481,PROD00205,4,21731.24,0.0,8795.44
312,ORD007303,PROD00219,2,1181.09,0.15,413.22
313,ORD000294,PROD00350,5,15880.59,0.15,3968.86
314,ORD005678,PROD00407,4,31700.44,0.0,12313.68
315,ORD005596,PROD00071,3,14891.36,0.05,5827.2
316,ORD000161,PROD00288,3,1114.8,0.1,370.74
317,ORD007264,PROD00486,1,2990.63,0.0,775.68
318,ORD000606,PROD00074,4,17205.26,0.05,7335.71
319,ORD008115,PROD00286,5,24283.78,0.15,5644.64
320,ORD006778,PROD00473,5,27190.03,0.1,9123.39
321,ORD008144,PROD00280,1,4581.7,0.0,1357.98
322,ORD007108,PROD00144,5,40037.15,0.0,17046.2
323,ORD002057,PROD00490,3,3011.73,0.15,1257.07
324,ORD003165,PROD00381,5,10122.23,0.15,3850.24
325,ORD007143,PROD00447,4,25285.96,0.05,9482.75
326,ORD003151,PROD00330,4,5369.54,0.1,1065.89
327,ORD006555,PROD00111,1,6214.5,0.1,1736.81
328,ORD002693,PROD00366,5,14912.95,0.1,4339.89
329,ORD002119,PROD00239,3,10141.12,0.1,4413.69
330,ORD003549,PROD00055,5,29545.1,0.0,8131.6
331,ORD001756,PROD00441,2,9004.06,0.0,3199.26
332,ORD003669,PROD00128,5,30100.86,0.1,13114.89
333,ORD000978,PROD00230,5,28159.3,0.0,11961.75
334,ORD007995,PROD00146,4,23118.96,0.0,7430.64
335,ORD002607,PROD00498,2,7540.78,0.0,1434.28
336,ORD005363,PROD00139,3,14385.6,0.1,5139.77
337,ORD004041,PROD00317,4,11403.28,0.0,3003.32
338,ORD002228,PROD00195,4,23312.92,0.15,10354.84
339,ORD001682,PROD00308,4,11644.2,0.1,5038.85
340,ORD009320,PROD00202,2,3356.86,0.0,1101.26
341,ORD000055,PROD00094,3,15809.07,0.0,6057.03
342,ORD005146,PROD00390,5,19812.61,0.15,7742.52
343,ORD004238,PROD00418,3,15669.34,0.15,4157.93
344,ORD007087,PROD00235,5,9064.47,0.05,1889.74
345,ORD008756,PROD00339,3,12684.3,0.1,2774.03
346,ORD001745,PROD00457,4,3900.78,0.1,1231.7
347,ORD006096,PROD00383,4,7540.21,0.15,2819.55
348,ORD004701,PROD00392,5,28482.33,0.05,5726.08
349,ORD006981,PROD00157,5,17671.8,0.0,5099.15
350,ORD000319,PROD00305,5,2523.52,0.15,1039.38
351,ORD000888,PROD00282,1,6021.21,0.05,1424.11
352,ORD005230,PROD00027,4,20754.12,0.05,3528.57
353,ORD000967,PROD00418,2,12289.68,0.0,3261.12
354,ORD005811,PROD00334,4,15408.04,0.0,3572.32
355,ORD007007,PROD00490,3,3543.21,0.0,1478.91
356,ORD008727,PROD00181,5,4778.26,0.05,941.78
357,ORD005228,PROD00047,3,4493.28,0.15,1078.34
358,ORD006005,PROD00233,2,520.04,0.0,205.56
359,ORD009198,PROD00052,4,16787.84,0.0,4980.6
360,ORD005317,PROD00318,4,24382.92,0.0,10349.68
361,ORD005315,PROD00072,4,244.94,0.1,56.84
362,ORD001304,PROD00453,4,18461.83,0.15,5638.42
363,ORD007549,PROD00235,5,9541.55,0.0,1989.2
364,ORD008144,PROD00200,4,18206.88,0.0,7031.44
365,ORD001995,PROD00156,5,29118.05,0.0,6003.0
366,ORD002555,PROD00136,4,22670.69,0.15,7289.94
367,ORD006112,PROD00455,4,23897.72,0.0,4438.96
368,ORD005314,PROD00344,1,7053.27,0.0,2577.8
369,ORD000759,PROD00203,3,2738.76,0.0,676.2
370,ORD005165,PROD00232,2,12567.78,0.0,4749.48
371,ORD002945,PROD00129,1,1571.52,0.15,544.75
372,ORD000448,PROD00180,2,519.57,0.1,96.03
373,ORD002469,PROD00222,2,6363.9,0.15,2338.49
374,ORD006372,PROD00128,5,31773.13,0.05,13843.49
375,ORD007050,PROD00308,1,3072.77,0.05,1329.7
376,ORD003464,PROD00194,2,6997.64,0.05,1530.28
377,ORD006774,PROD00350,4,14199.12,0.05,3548.63
378,ORD004612,PROD00268,1,1564.16,0.15,478.85
379,ORD000889,PROD00056,1,354.11,0.1,72.06
380,ORD000806,PROD00403,4,14457.0,0.15,4371.11
381,ORD002057,PROD00345,1,3379.38,0.0,1421.82
382,ORD007819,PROD00216,3,7953.96,0.0,2973.42
383,ORD007108,PROD00017,4,9198.61,0.1,2009.74
384,ORD005851,PROD00072,3,183.71,0.1,42.63
385,ORD005923,PROD00011,4,6736.52,0.0,2573.6
386,ORD002860,PROD00316,4,23648.92,0.0,7879.04
387,ORD005803,PROD00279,5,31496.4,0.1,9637.34
388,ORD001756,PROD00125,2,4140.84,0.0,1303.4
389,ORD008419,PROD00243,3,11131.42,0.05,4454.52
390,ORD002469,PROD00334,5,16371.04,0.15,3795.59
391,ORD000436,PROD00012,3,11075.02,0.1,2380.91
392,ORD007677,PROD00156,1,4950.07,0.15,1020.51
393,ORD002340,PROD00332,5,19903.92,0.05,7160.2
394,ORD003391,PROD00021,3,19400.85,0.0,5052.69
395,ORD004564,PROD00139,5,26640.0,0.0,9518.1
396,ORD009273,PROD00034,4,10699.72,0.0,3574.84
397,ORD000731,PROD00012,5,18458.37,0.1,3968.19
398,ORD005305,PROD00347,4,18477.16,0.15,3587.88
399,ORD007604,PROD00296,4,26522.04,0.0,8028.24
400,ORD004577,PROD00050,3,18608.0,0.1,6748.0
401,ORD004150,PROD00485,2,9700.83,0.15,2836.59
402,ORD009437,PROD00136,2,13335.7,0.0,4288.2
403,ORD001245,PROD00184,5,18966.28,0.1,6486.61
404,ORD006868,PROD00463,5,26436.7,0.0,9184.95
405,ORD009292,PROD00094,4,21078.76,0.0,8076.04
406,ORD000839,PROD00323,4,3086.32,0.0,778.2
407,ORD003926,PROD00456,4,587.76,0.0,221.04
408,ORD007932,PROD00108,3,2956.6,0.15,1246.44
409,ORD005300,PROD00403,4,15307.42,0.1,4628.23
410,ORD005437,PROD00275,3,6757.73,0.15,2683.54
411,ORD000059,PROD00328,1,2127.17,0.15,914.29
412,ORD007826,PROD00132,5,24677.41,0.15,10830.4
413,ORD003597,PROD00226,3,6034.61,0.1,1628.02
414,ORD009259,PROD00080,4,29309.56,0.0,11194.72
415,ORD008287,PROD00192,3,12018.27,0.0,2527.53
416,ORD001242,PROD00195,4,26055.61,0.05,11573.05
417,ORD000926,PROD00150,2,3854.76,0.05,1131.32
418,ORD004431,PROD00277,3,13414.36,0.1,2692.84
419,ORD007141,PROD00373,1,3957.68,0.0,1367.16
420,ORD007291,PROD00413,4,4161.12,0.0,1152.28
421,ORD006675,PROD00078,2,8856.42,0.0,1521.3
422,ORD003006,PROD00401,3,18406.72,0.15,5826.29
423,ORD002543,PROD00464,5,13962.61,0.15,5037.36
424,ORD001522,PROD00109,2,7072.82,0.0,3066.92
425,ORD002104,PROD00367,4,14185.92,0.0,5165.44
426,ORD005855,PROD00246,3,5230.95,0.0,1453.47
427,ORD002972,PROD00210,2,4163.58,0.05,1430.02
428,ORD005189,PROD00152,5,4640.4,0.0,1895.05
429,ORD001939,PROD00163,2,14126.74,0.0,5678.28
430,ORD009327,PROD00111,1,6905.0,0.0,1929.79
431,ORD001571,PROD00251,5,15689.43,0.1,5611.95
432,ORD008778,PROD00395,3,9119.28,0.0,2322.42
433,ORD004903,PROD00179,1,3337.14,0.15,992.55
434,ORD005856,PROD00136,5,33339.25,0.0,10720.5
435,ORD002295,PROD00476,3,12605.75,0.15,3686.31
436,ORD007056,PROD00222,5,18717.35,0.0,6877.9
437,ORD000955,PROD00056,3,1062.34,0.1,216.19
438,ORD003876,PROD00060,3,24504.12,0.0,10075.65
439,ORD007566,PROD00237,1,899.5,0.0,380.35
440,ORD005034,PROD00111,5,29346.25,0.15,8201.61
441,ORD002593,PROD00371,1,1414.93,0.05,571.29
442,ORD004833,PROD00207,2,1614.7,0.05,420.17
443,ORD008778,PROD00171,2,13790.08,0.0,4304.98
444,ORD001471,PROD00464,1,3285.32,0.0,1185.26
445,ORD008098,PROD00436,5,14878.49,0.15,4377.97
446,ORD002754,PROD00029,4,23934.56,0.1,8848.19
447,ORD000631,PROD00180,4,1039.14,0.1,192.06
448,ORD002420,PROD00319,4,10095.08,0.05,3245.62
449,ORD003137,PROD00113,2,5545.53,0.05,991.74
450,ORD006880,PROD00187,4,23751.84,0.0,10390.0
451,ORD002497,PROD00302,3,16197.22,0.1,4221.45
452,ORD000471,PROD00063,2,201.45,0.15,83.08
453,ORD008768,PROD00353,3,21946.14,0.05,7944.35
454,ORD003026,PROD00488,5,32892.66,0.1,12532.0
455,ORD003785,PROD00116,5,26213.87,0.15,11147.24
456,ORD004298,PROD00256,2,3065.74,0.1,792.25
457,ORD007847,PROD00026,4,13169.12,0.0,4247.28
458,ORD007514,PROD00320,1,1261.73,0.15,490.07
459,ORD007951,PROD00124,2,13465.74,0.0,5462.78
460,ORD008758,PROD00325,1,6240.12,0.1,1896.09
461,ORD007814,PROD00348,3,6845.67,0.0,3003.57
462,ORD007340,PROD00288,2,701.91,0.15,233.43
463,ORD008629,PROD00215,3,16351.85,0.05,3411.42
464,ORD009177,PROD00311,5,21840.4,0.0,5525.55
465,ORD003361,PROD00432,3,17016.35,0.05,6887.54
466,ORD006524,PROD00362,4,9053.46,0.05,2333.2
467,ORD002418,PROD00072,5,289.17,0.15,67.11
468,ORD007536,PROD00480,3,24970.68,0.0,10899.42
